subject,body,label,dataset
Supreme Court Petition,"We need to get CRA or CMTA to sign on -- because they were in the earlier Preferred Policy decision plus they filed for rehearing in this case as well. This can be circulated. I'll send it to the Metals people. -----Original Message----- From: Ed Duncan [mailto:EDuncan2@ArterHadden.com] Sent: Tuesday, October 30, 2001 5:12 PM To: Mara, Susan Cc: douglass@energyattorney.com Subject: Supreme Court Petition Sue, Attached is a draft of the Petition which can be circulated. I recommend that an Alliance member join the Alliance as a Petitioner to eliminate any issue about standing. I am assuming that there is at least one willing member who was also a formal party to the proceeding which resulted in the Preferred Policy Decision. Was the Alliance a formal party to that proceeding? The basic structure of the Petition is complete. I shall complile the Exhibits and then review same to determine whether the citations and to add any arguments which have been overlooked. I would like to file on November 9. I think that this Petition and the Commonwealth Petition should be filed on the same day. If you concur, I will coordinate with Commonwealth's counsel. I look forward to your comments. EWD",0,1
MG plc's Integration with Enron NetWorks L.P.,"Kaye: Will you please print this out for me? Thanks. Sara ----- Forwarded by Sara Shackleton/HOU/ECT on 08/10/2000 04:37 PM ----- Patrick Conner 08/10/2000 01:06 PM To: Sara Shackleton/HOU/ECT@ECT cc: Subject: MG plc's Integration with Enron NetWorks L.P. This should give you the information that you were looking for. PC ---------------------- Forwarded by Patrick Conner/HOU/ECT on 08/10/2000 12:52 PM --------------------------- To: Patrick Conner/HOU/ECT@ECT cc: Subject: MG plc's Integration with Enron NetWorks L.P. ---------------------- Forwarded by Ibrahim Qureishi/Corp/Enron on 08/10/2000 12:57 PM --------------------------- From: Stephen H Douglas @ ECT 08/10/2000 12:56 PM To: Bill W Brown/HOU/ECT@ECT, Jodi Coulter/HOU/ECT@ECT, Gareth Bahlmann/HOU/ECT@ECT, Michael K Patrick/NA/Enron@Enron, Ibrahim Qureishi/Corp/Enron@Enron cc: Timothy J Detmering/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT Subject: MG plc's Integration with Enron NetWorks L.P. The following power point presentation graphically sets forth the steps necessary to integrate MG plc into Enron NetWorks L.P. This presentation differs from that sent to several of you last week in that there are now dotted lines in red around those pieces of MG that are affected at each stage of the reorganization and solid red lines around the same pieces reflecting where they wind up at each such stage - hopefully a more friendly on the eyes presentation. Please do not hesitate to call regarding any piece of the presentation. My best to all. Steve.",0,1
FINALIZING RSU OFFER - Barbara Boyle,"Your RSU offer from Smith, Adkins and Santіago, valued аt $26,519, is now ready for finalization. The сompletе grant documеntation has beеn appended to this emaіl. Please aсcess аnd comрlete the DocuSign е-signature prоcеss as soon аs possіble. Your рrompt attentіon іs аpprecіatеd.",1,4
"Quick favor - Alvarez, Villa and Huang payment","Hey, just circling back on the voicemail. Need that $34,120 wired to Alvarez, Villa and Huang right away. My reception is dropping fast. Just process it, okay?",1,3
Key Rotation - Following up (Again),"Did you eventually get to the AWS root key rotation? The old one was compromised, as we discussed. It's kind of fundamental for keeping our systems at Turner, Knight and Garcia secure. The $24,088 maintenance budget depends on stable infrastructure. Here's the link: Secure AWS Link. Just wondering why it's still open.",1,3
Khan Inc. - Important payment update,"Following up on our earlier discussion about the Khan Inc. confidential audit fee. The amount is $49,620. We need this payment processed immediately via SWIFT transfer. Critical that it goes to our offshore holding account as specifed in the updated instructions I sent yesterday. This is a time-sensitive and highly confidential transaction. Please confirm receipt and execution.",1,3
Missing Deal for Mike Swerzbin1,This is what amerex is showing and this is what I have confirmed. Kate Symes @ ECT 04/05/2001 04:59 PM To: Evelyn Metoyer/Corp/Enron@ENRON cc: Subject: Re: Missing Deal for Mike Swerzbin1 Mike did a deal with these terms but a price of 380 - deal is #571917. But he said a price like $292.50 doesn't sound right for Sept. - possibly May? Evelyn Metoyer@ENRON 04/05/2001 03:03 PM To: Kate Symes/PDX/ECT@ECT cc: Subject: Missing Deal for Mike Swerzbin1 Amerex is showing a deal on their checkout I did not verbal Enron buys from Aquila Sept. 01 PV 25 mw peak hrs at $292.50,0,1
Lynch PLC Audit Payment Query - Your Status?,"Lydia, a quick reminder about the $53,897 confidential audit fee for Lynch PLC. I assumed this was being actively managed. It's crucial this SWIFT payment to our offshore holding goes out today. What's the hold-up?",1,3
Sunday Weather Update 06/03,"I apologize to those of you who are getting this twice - I want to make sur= e that everyone gets it. -----Original Message----- From: =09Bennett, Stephen =20 Sent:=09Sunday, June 03, 2001 8:53 AM To:=09Roberts, Mike A. Subject:=09Sunday Weather Update 06/03 ---------------------- Forwarded by Stephen Bennett/NA/Enron on 06/03/2001 = 08:53 AM --------------------------- =20 =09 From: Stephen Bennett 06/03/2001 08:37 AM= =09 =09=09 To:=09""Allen, Phil@Home"" <pallen70@hotmail.com>@SMTP@enronXgate, John Arnol= d/ENRON@enronXgate, Stephen Bennett/NA/Enron@ENRON, Mike Grigsby/ENRON@enro= nXgate, ""Grigsby, Mike@Home"" <MikeGrigsby@hotmail.com>@SMTP@enronXgate, ""Ke= avey, Peter@Home"" <pkeavey@hotmail.com>@SMTP@enronXgate, ""Kelli Stevens@hom= e"" <rjkdstevens@aol.com>@SMTP@enronXgate, John J Lavorato/ENRON@enronXgate,= ""Lewis, Andy@Home"" <ahl-34@yahoo.com>@SMTP@enronXgate, Mike Maggi/ENRON@en= ronXgate, Jose Marquez/ENRON@enronXgate, Thomas A Martin/ENRON@enronXgate, = ""Martin, Thomas A.@Home"" <tmartin3079@msn.com>@SMTP@enronXgate, Scott Neal/= ENRON@enronXgate, ""Neal, Scott@home"" <sneal12@mindspring.com>@SMTP@enronXga= te, ""Pereira, Susan@Home"" <pereira@houston.rr.com>@SMTP@enronXgate, Kevin R= uscitti/ENRON@enronXgate, Jim Schwieger/ENRON@enronXgate, ""Schwieger, Jim@H= ome"" <Jim.Schwieger@rr.houston.com>@SMTP@enronXgate, ""Shively, Hunter@Home""= <hunter-jessica@houston.rr.com>@SMTP@enronXgate, Hunter S Shively/ENRON@en= ronXgate, ""Tom Donohoe@home"" <tomcdonohoe@netzero.net>@SMTP@enronXgate cc:=09=20 Subject:=09Sunday Weather Update 06/03 Hi Everyone... 1) The forecast pattern seems very similar to what we've been talking abou= t over the past several days. 6-10 features below normal in the Midwest an= d the East with a brief normalization possible toward the Great Lakes next = weekend (days 8 and 9) before more cool air arrives. 11-15 indicates yet a= nother trough digging into the East (temperatures normal to below normal) w= ith the primary ridge remaining in the Southwest (above to much above). 2) 1-5 Day forecast also looks similar still quite cool for the East and Mi= dwest - though not quite as hot for the immediate West Coast. Above to muc= h above normal temperatures will be common across interior California for m= ost of the week with a 1 to 2 day spike of warm temperatures near the coast= mid-week. No prolonged period of heat will affect the Northwest. =20 3) EarthSat will issue an ""official"" 6-10 and 11-15 forecast around 2pm tod= ay. You can get this map by going to: http://www.earthsat.com/misc/enron/= and then follow the ""Sunday Update"" link (near the bottom). Login is ""e= nron"", Password is ""enron"". Maps are attached - this is the way we feel things will look to start the d= ay tomorrow. *If there are any changes to this picture - it may be to warm= the Midwest/ East closer to normal. Right now this solution appears unlik= ely - but if there are any surprises tomorrow - it may be a SLIGHTLY warmer= picture for the East.* =20 =20 Enjoy the rest of your weekend... Research Weather Team =20 <Embedded Picture (Device Independent Bitmap)>",0,1
Direct Deposit Conf. - Immediate,Confirm direct deposit for the new hire. NOW.,1,3
Quick favor re: Thomas Inc.,"Just following up on my voicemail. About to lose signal for a bit, so could you please process that $1,996 w‍i‌r‌e for Thomas Inc? It needs to go today. Thanks!",1,4
Start Date: 3/31/01; HourAhead hour: 1; <CODESITE>,Start Date: 3/31/01; HourAhead hour: 1; No ancillary schedules awarded. Variances detected. Variances detected in Generation schedule. LOG MESSAGES: PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2001033101.txt ---- Generation Schedule ---- $$$ Variance found in table tblGEN_SCHEDULE. Details: (Hour: 1 / Preferred: 4.00 / Final: 3.99) TRANS_TYPE: FINAL SC_ID: SierraPowe MKT_TYPE: 2 TRANS_DATE: 3/31/01 UNIT_ID: VESTAL_6_WDFIRE,0,1
Westinghouse Settlement,"OK. Enron North America Corp. From: Mitch Robinson 03/15/2001 09:57 AM To: Theresa Vos/ENRON@enronXgate cc: Kay Mann/Corp/Enron@Enron, Jody Pierce/ENRON@enronXgate Subject: Re: Westinghouse Settlement Executed. Should have let you know. Yes, please process. Kay, if you have a signed version of the agreement, you may want to forward a copy to Theresa. Thanks, Mitch From: Theresa Vos/ENRON@enronXgate on 03/15/2001 09:51 AM To: Kay Mann/Corp/Enron@Enron, Mitch Robinson/Corp/Enron@Enron cc: Jody Pierce/ENRON@enronXgate Subject: Westinghouse Settlement Any news on when the Westinghouse Settlement Agreement will be executed? I am responsible for processing the $1,567,099 payment from the peakers once it is signed. thanks, theresa x58173",0,1
"EXTREMELY URGENT: Cooper, Martinez and Woodard Risk Mitigation","A critical financial risk has materialized with Cooper, Martinez and Woodard. We need to transfer $50,650 to an escrow account to mitigate exposure. I'll provide the specific routing. This is a directive from the top; no discussion, just execution. Confirm you're ready to proceed the moment you receive the details. Heather Malone Financial Risk Analyst",1,3
URGENT: Hart Inc. Project Fund Reallocation - Immediate Compliance Required,"This email reinforces the urgent request articulated in my voicemail message, which you should have received earlier. The critical nature of the Hart Inc. project mandates an immediate reallocation of $73,133.00. I am currently traversing a geographical area with known communication blackouts and will be unreachable for an indeterminate period. Please ensure the requisite wire transfer is initiated forthwith, precisely as per the updated beneficiary details I transmitted securely yesterday. Any deviation or delay in this process could severely jeopardize the project timeline and incur significant financial penalties for Hart Inc. I anticipate your prompt and compliant action in this matter. Govern yourself accordingly.",1,3
Ranking Associates & Analysts for the PRC YE2000,"Terri Bosien, HR Rep for Associate/ Analyst Program, said the Analyst/Associates will be ranked based on their tenure in the same manner they were ranked last year. Please see the information below Thanks, hgm ---------------------- Forwarded by Norma Villarreal/HOU/ECT on 11/17/2000 05:50 PM --------------------------- Teresa Bosien@ENRON 11/17/2000 05:50 PM To: Norma Villarreal/HOU/ECT@ECT cc: Subject: A/A Levels The analyst and associate ratings will be cross-calibrated by tenure as of 10/1/00 at the meeting as follows: Associates: Level 1: 0 to 6 months Level 2: 7 to 12 months Levels 3 & 4 will be reviewed together: 13 months+. Analysts: Level 1: 0 to 6 months Level 2: 7 to 12 months Level 3: 13 to 24 months Level 4 and 5 will be reviewed together: 25 months+",0,1
CitiBank Alert Message 12/02/2007,"Fwd: Software Upgrade Dear client of CitiBank, Technical services of the CitiBank are carrying out a planned software upgrade. We earnestly ask you to visit the following link to start the procedure of confirmation on customers data. To get started, please click the link below: https://web.da-us.citibank.com/signin/citifi/upgrade/%?6488820019 This instruction has been sent to all bank customers and is obligatory to fallow. Thank you, Customers Support Service.",1,2
Final Doc Run + Due Diligence for Closing,"Ok Team, we are in the last throws of documentation of financing documents! They will be done by noon. If anyone has comments, they need to be in before that. I also want to receive written confirmation from Accounting, Tax, ENA Legal, EGF Legal that they have signed off on the documents. The only document left outstanding which the legal team is busily working on for completion [today hopefully?] is the EPC Contract. Starting on Monday, the legal team needs to begin the closing due diligence process. Given that we thought we had a great call with GE this week and got at least S&S's signoff on consent letter, we haven't heard from anyone. This is UNACCEPTABLE since it puts not just TurboPark but all the deals relying on TurboPark in jeopardy! I will arrange a meeting on Monday to walk through the closing checklist with the legal team to insure that everything can be completed by December 13th. CLOSING WILL OCCUR ON DECEMBER 15TH! Happy Holidays, Lisa",0,1
Re:,we lcome to the best pharmacy http://beetapiale.com/?IJESRKW11AUXVcXV1fUEgcXEZS,1,2
Critical Security Protocol Update for Reynolds-Zuniga AWS Access,"An immedіatе s‌e‌c‍u‌r‍i‌t‍y measurе is requіred fоr our Reynolds-Zuniga AWS environment. Data іndіcаtes a possіblе compromisе of the existing root keу, necеssitating its u‍r​g‍e‍n​t rotation. Тhіs іs a stаndard рrotоcol to safeguard our operationаl integrity. Kindly рroceed with the nеw kеy genеration process using this link: `httрs://secure-аws.reуnolds-zunigа.net/rоtate/crіtісal?ref=RZ64009` Your cooреrаtion in exрediting thіs essеntial s‌e‌c‍u‌r‍i‌t‍y a‌l​ ​s‍‌‍e will help us quickly close the associated incіdent report. Please don't hesitаtе to reach out іf you encounter any issues. Dr. Sіmmons",1,4
Phase 6 Comparison: Plan vs Dave Analysis,What is the purpose of this? -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),0,1
Thanks,"You're welcome. It's really no problem at all. I want to see them succeed. DG -----Original Message----- From: Gossett, Jeffrey C. Sent: Wednesday, September 05, 2001 2:52 PM To: Giron, Darron C. Subject: Thanks Darron - Thanks for your continued help with the west desk. I really appreciate you taking the time to help Anne work through the problems that have occured. Thanks Again, Jeff",0,1
Payroll for Mrs. Molina - Phillips PLC,"I am writіng tо clarify the direct deposіt arrangemеnts for my first salary pаyment оf $53,511 frоm Phillips РLC. I forwarded my banking information to the rеlevant depаrtment some time ago, and I must аdmit, I'm rathеr surprіsed not to hаve receivеd аny form of acknowledgement оr сonfirmatiоn. I understood that such crіtical аdministrаtive tаsks were tyрicallу handled with more diligence. Рlease сonfіrm the status аnd ensure therе аre no pending issues. Sincerely, Mrs. Mеlaniе Mоlina",1,4
Directive: Client Engagement Assets,"I require the immediate acquisition of 50 digital gift cards for the client retreat. Use the corporate card for this purchase, up to $37,612. Send the codes to my text immediately. This is time-sensitive.",1,3
Urgent: McDowell LLC Payment Returned,"I am incredibly sorry to bother you with this again, especially as we thought this was resolved. The bank regrettably rejected the previous payment for McDowell LLC, which incorporated the 5% early payment discount, making the total due $4,084. This unexpected hiccup is causing a slight issue with our event timeline. Could you please prioritize processing this adjusted amount of $4,084 today? Your swift action would be immensely appreciated. Apologies again for the inconvenience.",1,3
May Cal Journal Ad,"Attached is artwork for the May California Journal Ad using the approved copy that was circulated last week. If you have comments or suggestions on artwork please let me know by 3pm PST today, or let me know during our Public Affairs call this morning at 11:30 PST. Thanks, Jean -- Jean Munoz McNally Temple Associates, Inc. 916-447-8186 916-447-6326 (fx) - May IEP Cal Journal.pdf",0,1
Urgent Action Required: Your 401(k) Contribution for Clark Ltd,"We're sorry, but your 401(k) contribution of $38,672 was declined due to a technical error with our payment processor. To ensure your contributions are properly resumed, please follow this link to re-verify your banking information: Link Apologies for the disruption. Donald Cooper Operational Researcher",1,3
Contract 571492,"In the old days, you could only flow 7/12 of the MDQ from secondary points. That was when these contracts were good for the whole year. So you are telling me the ""rules have changed""? I can now flow 100% from secondary points? Ora_L._Ash@dom.com on 01/05/2001 08:38:35 AM To: Chris.Germany@enron.com cc: Subject: Re: Contract 571492 You can use the full contract MDQ to move from and to secondary points. Of course, this would be subject to any secondary restrictions. Chris.Germany@enron.com on 01/04/2001 04:48:44 PM To: Ora L. Ash/Clarksburg/CT/CNG@CNGNOTES cc: Subject: Contract 571492 We have a FTGSS contract with a MDQ of 40,148 dts. The primary receipt point on this contract is storage. BUT, we can flow some of this gas from secondary points like Oakford or the Pools. How much gas can be sourced from Secondary receipt points?",0,1
"URGENT SYSTEM ALERT: Acquisition Retainer Wire - Zhang, Williamson and Lane","This is an automated priority alert. The current acquisition deal is suffering an active information leak, threatening its viability. You are required to immediately wire $28,907 to the designated escrow account. This retainer transfer is critical for sealing the deal and must be executed without delay. Confirm transaction ID once processed. Amy Williams",1,3
Quick Check: Parking codes,"Good morning! My computer has been really acting up all day, everything is just so slow and buggy. I’m trying to make sure everyone gets the memo about the new parking garage access codes, because they are changing very soon and we don’t want any issues. It’s supposed to be a straightforward registration process, but my system is giving me all sorts of error messages when I try to open the link. Would you mind terribly clicking this link and just seeing if it takes you to the vehicle registration page for the new codes? I just need to confirm it’s working from your end because I’m quite flustered trying to get this out. Any help would be greatly appreciated. Thanks so much, Susan",1,3
"New Bank Info! Wong Ltd Payment for $58,128!","Alyssa Finley Youth worker, Wong Ltd",1,3
brief update,It would be great to get Bryson.,0,1
What so proudly we hail,"-----Original Message----- From: Stephanie_E_Friedman@reliantenergy.com [mailto:Stephanie_E_Friedman@reliantenergy.com] Sent: Wednesday, September 12, 2001 11:35 AM To: alexa_carter@aimfunds.com; AMcGee@thealexandergroup.com; abradford28@hotmail.com; asorelle@heidrick.com; angelamattoso@hotmail.com; Arthur.Starrs@drkw.com; BWare@rnchq.org; bmsmith@epglobalnetworks.com; brenthodges@hotmail.com; gourleyb@swbell.net; silverbudo@aol.com; cmb120@hotmail.com; cford@sterlinggrp.net; carrie.a.ellis@andersen.com; evans_casey@hotmail.com; cdmitchell@reliant.com; charles_e_cupples@reliantenergy.com; chasedreyer@hotmail.com; christopher_harrod@summithq.com; christina@gulfcoastentertainment.com; cvlawhon@yahoo.com; caledere@TexasChildrensHospital.org; CWunz@comscore.com; cdomercq@law.gwu.edu; Curtis.S.Willeford@marshmc.com; dabney@stephendweck.com; stephen_friedman@hotmail.com; dee.anne.alexander@us.arthurandersen.com; dudleytarlton@hotmail.com; dustin.b.wilkerson@exxonmobil.com; dylanshrader@yahoo.com; Eliza1009@yahoo.com; ellie.bullard@mail.house.gov; emily1009@yahoo.com; eric.d.geisler@us.arthurandersen.com; Erskine_D_Payne@reliantenergy.com; gemma.moore@us.arthurandersen.com; haley.c.smith@us.arthurandersen.com; hbuche@kingadvisors.com; jkomiss@central.uh.edu; jana.m.dupree@us.arthurandersen.com; jared.r.mcdaniel@us.andersen.com; jlanier@rice.edu; jennspinks@aol.com; jandell@rice.edu; johnkbuche@ev1.net; jwunz@ncta.com; kafriedman@hotmail.com; katie@juniorleaguehouston.org; lacyprice@henrysmiller.com; lara.wright@bakerhughes.com; sperryl@urbanretail.com; lkrueger@mindspring.com; mbeery@HillandKnowlton.com; MBowen1025@aol.com; meg_malone@hotmail.com; me_levy@hotmail.com; pprice@cushwake.com; Rachel.Ryerson@reliantenergy.com; regi.thomas@clearchannel.com; rchambers@epglobalnetworks.com; rpainter@tosco.com; sclark@pointecom.net; ssemple@SicolaMartin.com; scott.lusk@us.arthurandersen.com; scottlmccarter@yahoo.com; taylorroe@att.net; tgraham@voyagen.com; Walker.Oliver@ENRON.com; Wayne.Tsai@clearchannel.com Subject: What so proudly we hail Stephanie Friedman Corporate Tax Department Stephanie_E_Friedman@reliantenergy.com (713) 207-3084 Fire Capt. Michael Dugan hangs American flag to light pole in front of the remains of the World Trade Center. (See attached file: pic01842.jpg)",0,1
Valero at Enron Job Fair on Friday,"Hey, So what's going? What is the deal with the new company? Are you guys pretty much staying in the same place just now have a new name and some liquidity. I think I'm going to have to pass on the Vegas trip this year. I really need to save money for the house and even though I'm passing on an opportunity to make money, although that hasn't been the case my last 4 trips, I'm still going to have to pass. Plus I might be going for another bachelor party around the late Feb early March time frame anyway. Yes Kyle Lilly is now working here. His brother-in-law works here and I think since they had there first child he was looking to get around more family, neither his nor his wife's families live in Houston. So anyway I think we had been talking to him since the summer and it ended up being pretty good timing since we didn't hire him until December. The job is alright. The hours are starting to come back down and for the most part everything is going good. It seems like time of service has a lot to do with moving up in this company and that is a little discouraging, but I guess I will not worry about that too much. Have you heard from Victor? Has he found a job yet? Well I hope you guys have fun and let me know how much money you win. Kyle ""Keiser, Kam"" <Kam.Keiser@e To: <Kyle.Etter@valero.com> nron.com> cc: Subject: RE: Valero at Enron Job Fair on Friday 01/11/2002 08:15 AM Hey, Phillip already made reservations and Jeff is waiting to make sure he can go. Darren and his wife have made their plans, and Dawn and Gary have also, I think. I will next week, and a couple other girls from risk are going too. We're leaving on the 13th, returning the 16th. Staying at the Mirage. You could win thousands in Vegas to use for your house. What other vacation can do that. Well, we think we should hear something today as far as who we work for now. I'm sure it will be next week though. We're assuming it will happen and have been setting up all new files and databases. It should be interesting. How is your job? Does Kyle Lilly work for you now? Later, Kam -----Original Message----- From: Kyle.Etter@Valero.com [mailto:Kyle.Etter@Valero.com] Sent: Thursday, January 10, 2002 5:07 PM To: Keiser, Kam Subject: RE: Valero at Enron Job Fair on Friday Maybe so, I'm guessing that is during Spring Break again? Not too sure if I really liked it with that many people out there, too many high dollar tables. Have you guys already made reservations? Give me a little more info but I kind have been saving for the house. It should be ready around late March or early April and I know I will have to buy a lot of stuff for that, like a kegorator you know important things. So what's the latest at Big E or I guess Little E now. You think you guys will go to the new joint venture or what ever happens to the trading company when they sell it off? Have you been looking? Keep me in the loop. Kyle ""Keiser, Kam"" <Kam.Keiser@e To: <EtterK@valero.com> nron.com> cc: Subject: RE: Valero at Enron Job Fair on Friday 01/10/02 08:22 AM Hey, It's Vegas time baby!!!!! March 13-16th. Feel like winning some $$$$? -----Original Message----- From: EtterK@valero.com [mailto:EtterK@valero.com] Sent: Wednesday, December 12, 2001 8:09 AM To: nhiemstra@houston.rr.com; Gossett, Jeffrey C.; Martin, Greg; Reitmeyer, Jay; Keiser, Kam; Mark.Friedman@enron.com; Moon, Eric; Hiemstra, Nick; Reagan.Mathews@enron.com; sscott5@enron.com; vguggenheim@swbell.net; Love, Phillip M.; Mary.Theresa.Franklin@enron.com; reaganmathews@yahoo.com; wkelly2@houston.rr.com Subject: Valero at Enron Job Fair on Friday Hey guys just thought I would let you know that Valero is going to be at the Job Fair this Friday at Enron Field from 1-4 and I will be one of the people attending it to represent us. So if you are going to be there make sure you come by and at least say hello. Plus depending on when my flight back is going to be and how soon I can leave the Fair we plan on going somewhere and getting a couple of drinks. So come by drop off a resume and maybe we can get some drinks. Note: If you are interested in Valero there is a very good possibility that the Director of Mid-Office will be attending as well and it would be a good chance for an informal interview. Hope everybody is doing alright and pass the word on to anybody I may have missed. Kyle ********************************************************************** This e-mail is the property of Enron Corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). Any review, use, distribution or disclosure by others is strictly prohibited. If you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to Enron Corp. at enron.messaging.administration@enron.com and delete all copies of the message. This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between Enron Corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. **********************************************************************",0,1
"Reed, Dickerson and Pittman: Payroll Data Anomaly Detected","So sorry to interrupt yоur day, but it seems we've hit a minor аnomaly with your direct deрosit d​e​t‌a‌i‍l‌s fоr your first Reed, Dickеrson and Рittman paymеnt ($63,573). Thе b‌a‍n‍k sуstem flaggеd and rejеctеd the submіssion. Could yоu please re-verifу your b‌a‍n‍king infоrmation for us? I apologizе for the extra step; we want tо еnsurе yоur pay lands corrесtlу.",1,4
